total number of boss =    500
total number of workers =      0
total number of cpu =    500
total time of execution (sec) =   5854.040
total time for rebalance (sec) =      6.141



     cpu #       sent     received  maxnw       minnw
       404       564       520        23        17
       405       561       546        22        17
       406       577       546        22        16
       407       542       516        22        16
       408       554       528        22        16
       409       511       547        23        17
       410       579       517        22        17
       411       540       548        22        17
       412       523       546        22        17
       413       551       513        22        16
       414       505       567        23        16
       415       558       527        22        16
       416       559       566        22        17
       417       535       547        23        17
       418       533       566        23        17
       419       527       518        22        16
       420       512       545        22        17
       421       503       497        24        16
       422       520       515        22        16
       423       525       552        22        16
       424       527       523        23        16
       425       522       539        23        17
       426       525       512        22        17
       427       527       532        22        17
       428       541       481        22        17
       429       541       560        22        16
       430       565       553        22        17
       431       542       595        22        16
       432       521       561        22        16
       433       542       549        22        16
       434       502       513        23        16
       435       506       527        23        16
       436       572       568        23        16
       437       500       501        23        17
       438       512       507        22        17
       439       548       530        22        17
       440       538       529        22        15
       441       555       518        22        17
       442       571       539        22        16
       443       547       517        22        16
       444       498       588        22        16
       445       587       528        23        16
       446       528       547        23        17
       447       512       521        23        16
       448       544       543        22        16
       449       490       551        22        17
       450       496       553        22        16
       451       535       537        22        16
       452       507       549        22        16
       453       582       540        22        16
       454       517       551        23        17
       455       522       563        23        16
       456       586       534        22        17
       457       542       515        23        17
       458       546       540        22        16
       459       522       549        23        17
       460       545       541        22        16
       461       535       501        22        16
       462       530       547        23        17
       463       520       509        22        16
       464       563       542        22        16
       465       560       530        22        17
       466       564       547        23        16
       467       523       514        23        16
       468       547       528        23        17
       469       523       542        23        17
       470       533       545        27        17
       471       545       569        23        17
       472       559       538        23        17
       473       515       570        22        17
       474       565       627        22        16
       475       527       548        22        17
       476       555       576        22        17
       477       519       559        30        17
       478       556       542        22        16
       479       539       584        23        17
       480       552       528        23        17
       481       594       574        23        16
       482       535       546        22        17
       483       569       581        23        17
       484       510       561        23        17
       485       562       508        23        16
       486       538       491        22        17
       487       522       587        23        16
       488       563       545        24        17
       489       529       487        24        17
       490       532       532        23        17
       491       539       548        23        17
       492       517       517        23        16
       493       520       560        23        17
       494       543       536        23        16
       495       540       505        23        17
       496       572       581        25        16
       497       519       491        24        17
       498       574       557        25        14
       499       594       546        23        16

     total    265760    265760     11156      7970


checkpop calls        5000
rebalance calls       5000

number of walkers   47523111

number of walkers moved      0.559 %
