total number of boss =    500
total number of workers =      0
total number of cpu =    500
total time of execution (sec) =    866.907
total time for rebalance (sec) =      7.248



     cpu #       sent     received  maxnw       minnw
       323       767       751        24        15
       324       694       707        25        15
       325       733       720        24        15
       326       708       738        24        14
       327       764       755        26        15
       328       663       672        25        16
       329       741       713        24        15
       330       679       713        25        15
       331       776       689        25        17
       332       737       678        24        16
       333       723       740        25        15
       334       712       800        24        16
       335       703       685        24        16
       336       706       715        25        14
       337       716       762        24        16
       338       688       725        24        15
       339       735       744        25        16
       340       764       756        24        15
       341       763       787        25        16
       342       745       726        25        15
       343       740       726        24        17
       344       704       725        25        17
       345       685       694        24        15
       346       766       730        24        16
       347       749       725        25        16
       348       736       691        24        16
       349       707       721        24        16
       350       790       716        25        16
       351       744       780        25        16
       352       758       737        24        16
       353       722       723        24        16
       354       722       708        26        16
       355       777       740        24        15
       356       742       711        25        16
       357       756       749        25        14
       358       736       757        24        15
       359       740       732        25        15
       360       730       735        25        15
       361       731       780        25        15
       362       671       750        24        16
       363       724       717        25        17
       364       718       715        24        17
       365       766       752        25        15
       366       769       721        24        16
       367       751       767        25        13
       368       712       697        24        16
       369       772       778        25        15
       370       751       737        25        16
       371       732       752        25        15
       372       690       737        25        17
       373       755       775        25        13
       374       751       718        25        17
       375       691       748        25        17
       376       684       776        24        16
       377       744       750        25        15
       378       723       759        25        15
       379       727       748        24        14
       380       737       728        24        16
       381       704       753        24        15
       382       726       697        25        15
       383       750       736        24        16
       384       722       740        24        16
       385       695       667        24        17
       386       717       740        24        16
       387       751       708        24        17
       388       760       730        26        17
       389       752       693        25        15
       390       709       757        25        16
       391       743       762        25        17
       392       726       727        25        15
       393       736       727        24        16
       394       727       724        25        16
       395       735       733        25        16
       396       705       741        24        14
       397       763       701        25        17
       398       768       727        26        16
       399       705       720        25        16
       400       736       772        25        17
       401       709       736        25        16
       402       699       726        25        16
       403       757       743        25        16
       404       719       718        25        15
       405       730       750        25        16
       406       744       738        25        16
       407       676       727        24        16
       408       798       739        25        15
       409       710       710        25        15
       410       704       760        24        16
       411       748       734        25        16
       412       738       706        24        16
       413       691       749        24        16
       414       685       693        25        16
       415       755       733        24        16
       416       700       753        24        16
       417       754       696        25        15
       418       735       731        24        16
       419       741       746        25        16
       420       750       728        24        16
       421       684       707        25        15
       422       694       760        25        15
       423       752       732        25        16
       424       746       718        25        14
       425       749       705        25        16
       426       752       674        25        16
       427       781       715        25        16
       428       757       770        25        15
       429       640       735        24        16
       430       730       704        25        15
       431       758       773        24        12
       432       688       757        25        16
       433       696       751        25        15
       434       729       765        25        14
       435       692       701        24        15
       436       733       717        25        17
       437       772       659        25        16
       438       732       698        25        17
       439       729       719        24        15
       440       776       734        24        16
       441       743       722        25        16
       442       793       753        25        17
       443       746       744        24        16
       444       751       704        25        15
       445       699       700        25        16
       446       800       752        25        17
       447       781       737        25        16
       448       714       736        25        17
       449       737       735        25        15
       450       737       719        24        16
       451       784       769        25        15
       452       734       747        25        16
       453       737       698        25        16
       454       780       745        25        15
       455       789       722        25        14
       456       719       745        25        16
       457       749       691        25        17
       458       804       685        25        16
       459       717       740        24        16
       460       733       748        25        16
       461       743       718        25        17
       462       811       740        25        15
       463       707       780        25        15
       464       689       712        25        14
       465       739       743        25        17
       466       705       697        25        17
       467       736       743        25        16
       468       757       732        25        16
       469       694       769        25        14
       470       767       769        25        15
       471       730       756        25        15
       472       742       706        25        15
       473       727       720        25        15
       474       729       725        24        17
       475       776       731        25        16
       476       717       708        24        17
       477       752       731        25        16
       478       702       722        24        14
       479       735       739        25        17
       480       725       677        24        17
       481       724       709        25        16
       482       719       768        24        15
       483       775       741        25        16
       484       746       736        25        16
       485       761       708        25        16
       486       755       677        24        17
       487       765       716        24        15
       488       745       736        25        17
       489       753       735        24        16
       490       747       710        24        16
       491       731       751        24        16
       492       710       728        24        14
       493       690       703        24        16
       494       751       747        25        16
       495       650       750        25        16
       496       741       698        24        17
       497       757       690        25        15
       498       722       738        25        16
       499       704       728        25        16

     total    362521    362521     12206      7828


checkpop calls        5000
rebalance calls       5000

number of walkers   52410162

number of walkers moved      0.692 %
